,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,303.7491,303.7491,-0.0,1.0,303.7491,,-2.4126894158002752e-15
cond,287.8085,287.8085,0.0,1.0,38.7791,1259.2248678011351,1.7161754795656435e-12
ihx,32.9823,32.9823,0.0,1.0,8.2973,282.3839836125169,0.0
val,7.6433,7.6433,-0.0,1.0,7.6433,,-1.2876171240350232e-13
eva,,,0.0,,,1010.1954012365252,2.7223592269365327e-09
tot,249.0295,249.0295,0.0,1.0,249.0295,,6.419673198766501e-11
