,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,340.9776,340.9776,-0.0,1.0,340.9776,,-1.011398211385472e-15
cond,298.2758,249.0295,49.2463,0.8349,-0.0,1259.2248678008355,0.197752985950549
ihx,41.4033,41.4033,-0.0,1.0,12.1921,329.637157985275,-5.908888416183656e-14
val,8.9571,8.9571,0.0,1.0,8.9571,,4.5066599341225807e-13
eva,,,21.5526,,,939.396458996404,4.023545208943169
tot,319.8284,249.0295,70.7989,0.7786,319.8284,,0.28429945755766084
