,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,330.11,330.11,0.0,1.0,330.11,,0.0
cond,289.6147,289.6147,-0.0,1.0,40.5852,1259.2248678006054,-7.251371632358844e-13
ihx,33.6568,33.6568,0.0,1.0,10.0576,302.39995186317583,7.364528487643818e-14
val,7.8584,7.8584,-0.0,1.0,7.8584,,-3.2190428100875575e-13
eva,,,22.5793,,,987.616095990975,4.075556076727395
tot,271.6088,249.0295,22.5793,0.9169,271.6088,,0.09066921105319092
