,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,335.1964,335.1964,0.0,1.0,335.1964,,0.0
cond,288.2048,288.2048,0.0,1.0,39.1753,1259.2248678011351,1.7209640894364964e-12
ihx,32.4271,18.4721,13.955,0.5697,-0.0,282.1940097535777,0.75546223065865
val,10.6063,10.6063,-0.0,1.0,10.6063,,-7.081894182192629e-13
eva,,,22.4303,,,973.8100983388541,3.9671243241123726
tot,285.4148,249.0295,36.3853,0.8725,285.4148,,0.14610842410712707
