,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,369.6059,331.9206,37.6854,0.898,369.6059,,0.11353726076684977
cond,293.0213,293.0213,0.0,1.0,43.9919,1259.2248678011351,1.6812506067623092e-12
ihx,32.4059,32.4059,0.0,1.0,9.6853,291.14239218207297,1.0926857631049848e-14
val,7.4766,7.4766,0.0,1.0,7.4766,,1.9314256860525346e-13
eva,,,21.7374,,,950.7726986645791,4.075296471173193
tot,308.4522,249.0295,59.4227,0.8074,308.4522,,0.23861715407212894
