Label,Component,ED [kW]
all_real,comp,71.105308
all_real,cond,81.039053
all_real,ihx,26.249693
all_real,val,18.325782
all_real,eva,31.880436
all_real,tot,228.600272
all_ideal,comp,-0.0
all_ideal,cond,-0.0
all_ideal,ihx,-0.0
all_ideal,val,0.0
all_ideal,eva,0.0
all_ideal,tot,0.0
comp,comp,65.184799
comp,cond,-0.0
comp,ihx,-0.0
comp,val,0.0
comp,eva,0.0
comp,tot,65.184799
cond,comp,0.0
cond,cond,81.039053
cond,ihx,0.0
cond,val,-0.0
cond,eva,0.0
cond,tot,81.039053
ihx,comp,-0.0
ihx,cond,-0.0
ihx,ihx,22.233453
ihx,val,0.0
ihx,eva,0.0
ihx,tot,22.233453
val,comp,-0.0
val,cond,-0.0
val,ihx,-0.0
val,val,12.877015
val,eva,0.0
val,tot,12.877015
eva,comp,0.0
eva,cond,-0.0
eva,ihx,0.0
eva,val,0.0
eva,eva,35.808953
eva,tot,35.808953
comp_cond,comp,65.907608
comp_cond,cond,81.039053
comp_cond,ihx,0.0
comp_cond,val,-0.0
comp_cond,eva,0.0
comp_cond,tot,146.946661
comp_ihx,comp,66.347322
comp_ihx,cond,-0.0
comp_ihx,ihx,21.327438
comp_ihx,val,0.0
comp_ihx,eva,0.0
comp_ihx,tot,87.67476
comp_val,comp,65.184799
comp_val,cond,-0.0
comp_val,ihx,-0.0
comp_val,val,12.071961
comp_val,eva,0.0
comp_val,tot,77.25676
comp_eva,comp,69.458029
comp_eva,cond,-0.0
comp_eva,ihx,-0.0
comp_eva,val,0.0
comp_eva,eva,34.276389
comp_eva,tot,103.734417
cond_ihx,comp,0.0
cond_ihx,cond,81.039053
cond_ihx,ihx,25.149312
cond_ihx,val,0.0
cond_ihx,eva,0.0
cond_ihx,tot,106.188365
cond_val,comp,0.0
cond_val,cond,81.039053
cond_val,ihx,0.0
cond_val,val,14.040916
cond_val,eva,0.0
cond_val,tot,95.079969
cond_eva,comp,-0.0
cond_eva,cond,81.039053
cond_eva,ihx,-0.0
cond_eva,val,0.0
cond_eva,eva,34.100235
cond_eva,tot,115.139289
ihx_val,comp,-0.0
ihx_val,cond,-0.0
ihx_val,ihx,22.233453
ihx_val,val,17.492574
ihx_val,eva,0.0
ihx_val,tot,39.726027
ihx_eva,comp,0.0
ihx_eva,cond,0.0
ihx_eva,ihx,25.67282
ihx_eva,val,-0.0
ihx_eva,eva,35.521865
ihx_eva,tot,61.194686
val_eva,comp,0.0
val_eva,cond,-0.0
val_eva,ihx,0.0
val_eva,val,13.235144
val_eva,eva,35.57524
val_eva,tot,48.810384
comp_unavoid,comp,36.275767
comp_unavoid,cond,80.089479
comp_unavoid,ihx,26.885215
comp_unavoid,val,18.919495
comp_unavoid,eva,32.653425
comp_unavoid,tot,194.823381
cond_unavoid,comp,70.259965
cond_unavoid,cond,67.683321
cond_unavoid,ihx,24.673343
cond_unavoid,val,17.283547
cond_unavoid,eva,32.202036
cond_unavoid,tot,212.102211
ihx_unavoid,comp,70.002846
ihx_unavoid,cond,81.779913
ihx_unavoid,ihx,22.120584
ihx_unavoid,val,15.921868
ihx_unavoid,eva,31.908698
ihx_unavoid,tot,221.733908
val_unavoid,comp,71.105308
val_unavoid,cond,81.039053
val_unavoid,ihx,26.249693
val_unavoid,val,18.325782
val_unavoid,eva,31.880436
val_unavoid,tot,228.600272
eva_unavoid,comp,69.171448
eva_unavoid,cond,80.289215
eva_unavoid,ihx,24.288327
eva_unavoid,val,17.851151
eva_unavoid,eva,12.820721
eva_unavoid,tot,204.420862
