label,cop
optimal_all_real,2.9553620062404553
optimal_comp_ihx,3.6840031371701945
optimal_val_eva,3.952763949479584
optimal_comp,3.8348912801674486
optimal_comp_val,3.7523952921150254
optimal_eva,4.051645874156111
optimal_comp_eva,3.5833248445412633
optimal_ihx_eva,3.8629619087109153
optimal_all_ideal,4.351459544579864
optimal_val,4.238668912239612
optimal_ihx,4.160315189929064
optimal_ihx_val,4.021337879211693
optimal_cond_unavoid,3.0254142138338156
optimal_ihx_unavoid,2.9841192388298934
optimal_comp_unavoid,3.1024326892291634
optimal_val_unavoid,2.9553620062404553
optimal_eva_unavoid,3.059175587927334
optimal_comp_cond,3.337878323147057
optimal_cond_eva,3.5151053800465304
optimal_cond_ihx,3.5684236444162387
optimal_cond_val,3.636885835592582
optimal_cond,3.7272736255825367
optimal_all_real,2.9553620062404553
optimal_comp_ihx,3.6840031371701945
optimal_comp_val,3.7523952921150254
optimal_val_eva,3.952763949479584
optimal_comp_eva,3.5833248445412633
optimal_comp,3.8348912801674486
optimal_eva,4.051645874156111
optimal_ihx_eva,3.8629619087109153
optimal_val,4.238668912239612
optimal_all_ideal,4.351459544579864
optimal_ihx_val,4.021337879211693
optimal_ihx,4.160315189929064
optimal_cond_unavoid,3.0254142138338156
optimal_comp_unavoid,3.1024326892291634
optimal_ihx_unavoid,2.9841192388298934
optimal_eva_unavoid,3.059175587927334
optimal_comp_cond,3.337878323147057
optimal_cond_eva,3.5151053800465304
optimal_cond_ihx,3.5684236444162387
optimal_cond_val,3.636885835592582
optimal_cond,3.7272736255825367
optimal_all_real,2.9553620062404553
optimal_comp_ihx,3.6840031371701945
optimal_comp_val,3.7523952921150254
optimal_eva,4.051645874156111
optimal_val_eva,3.952763949479584
optimal_comp_eva,3.5833248445412633
optimal_comp,3.8348912801674486
optimal_ihx_eva,3.8629619087109153
optimal_val,4.238668912239612
optimal_all_ideal,4.351459544579864
optimal_ihx_val,4.021337879211693
optimal_ihx,4.160315189929064
optimal_cond_unavoid,3.0254142138338156
optimal_comp_unavoid,3.1652995851810957
optimal_val_unavoid,2.9553620062404553
optimal_eva_unavoid,3.059175587927334
optimal_comp_cond,3.337878323147057
optimal_cond_eva,3.5151053800465304
optimal_cond_val,3.636885835592582
optimal_cond_ihx,3.5684236444162387
optimal_cond,3.7272736255825367
optimal_all_real,2.9553620062404553
optimal_comp_ihx,3.6840031371701945
optimal_val_eva,3.952763949479584
optimal_comp_eva,3.5833248445412633
optimal_comp_val,3.7523952921150254
optimal_eva,4.051645874156111
optimal_ihx_eva,3.8629619087109153
optimal_val,4.238668912239612
optimal_all_ideal,4.351459544579864
optimal_ihx_val,4.021337879211693
optimal_ihx,4.160315189929064
optimal_cond_unavoid,3.0254142138338156
optimal_val_unavoid,2.9553620062404553
optimal_comp_unavoid,3.1652995851810957
optimal_ihx_unavoid,2.9841192388298934
optimal_eva_unavoid,3.059175587927334
optimal_comp_cond,3.337878323147057
optimal_cond_eva,3.5151053800465304
optimal_cond_ihx,3.5684236444162387
optimal_cond_val,3.636885835592582
optimal_cond,3.7272736255825367
optimal_all_real,2.9553620062404553
optimal_comp_ihx,3.6840031371701945
optimal_comp,3.8348912801674486
optimal_comp_eva,3.5833248445412633
optimal_eva,4.051645874156111
optimal_comp_val,3.7523952921150254
optimal_val_eva,3.952763949479584
