label,eta
optimal_all_real,0.1199525608465882
optimal_eva_cond,0.1368692849200202
optimal_eva_ihx,0.150509675758888
optimal_pump_unavoid,0.1204723892078612
optimal_eva,0.1538343399714375
optimal_eva_exp,0.1399588968015643
optimal_pump_eva,0.152839115155966
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_exp_unavoid,0.1238131374347463
optimal_cond_unavoid,0.1294821978924017
optimal_ihx_cond,0.2121113715022999
optimal_cond,0.2123477870284965
optimal_pump_cond,0.2111609333609695
optimal_exp_cond,0.196221149570256
optimal_ihx_exp,0.2190710528886106
optimal_pump_ihx,0.2355971901101248
optimal_ihx,0.2368020851667171
optimal_all_ideal,0.2365930179852935
optimal_exp,0.2188539391139358
optimal_pump_exp,0.2176620778345639
optimal_pump,0.2354086901943753
optimal_all_real,0.1199525608465882
optimal_eva_cond,0.1368692849200202
optimal_eva_ihx,0.150509675758888
optimal_pump_eva,0.152839115155966
optimal_eva,0.1538343399714375
optimal_pump_unavoid,0.1204723892078612
optimal_eva_exp,0.1399588968015643
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_exp_unavoid,0.1238131374347463
optimal_cond_unavoid,0.1294821978924017
optimal_ihx_cond,0.2121113715022999
optimal_cond,0.2123477870284965
optimal_exp_cond,0.196221149570256
optimal_ihx_exp,0.2190710528886106
optimal_ihx,0.2368020851667171
optimal_pump_ihx,0.2355971901101248
optimal_all_ideal,0.2365930179852935
optimal_pump_exp,0.2176620778345639
optimal_pump,0.2354086901943753
optimal_exp,0.2188539391139358
optimal_all_real,0.1199525608465882
optimal_eva_cond,0.1368692849200202
optimal_eva_ihx,0.150509675758888
optimal_pump_unavoid,0.1204723892078612
optimal_pump_eva,0.152839115155966
optimal_eva,0.1538343399714375
optimal_eva_exp,0.1399588968015643
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_exp_unavoid,0.1238131374347463
optimal_cond_unavoid,0.1294821978924017
optimal_ihx_cond,0.2121113715022999
optimal_pump_cond,0.2111609333609695
optimal_cond,0.2123477870284965
optimal_exp_cond,0.196221149570256
optimal_ihx_exp,0.2190710528886106
optimal_ihx,0.2368020851667171
optimal_pump_ihx,0.2355971901101248
optimal_exp,0.2188539391139358
optimal_pump,0.2354086901943753
optimal_all_ideal,0.2365930179852935
optimal_pump_exp,0.2176620778345639
optimal_all_real,0.1199525608465882
optimal_eva_cond,0.1368692849200202
optimal_eva_ihx,0.150509675758888
optimal_pump_unavoid,0.1204723892078612
optimal_pump_eva,0.152839115155966
optimal_eva_exp,0.1399588968015643
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_cond_unavoid,0.1294821978924017
optimal_exp_unavoid,0.1238131374347463
optimal_ihx_cond,0.2121113715022999
optimal_pump_cond,0.2111609333609695
optimal_cond,0.2123477870284965
optimal_exp_cond,0.196221149570256
optimal_ihx_exp,0.2190710528886106
optimal_ihx,0.2368020851667171
optimal_pump_ihx,0.2355971901101248
optimal_all_ideal,0.2365930179852935
optimal_pump,0.2354086901943753
optimal_exp,0.2188539391139358
optimal_pump_exp,0.2176620778345639
optimal_all_real,0.1199525608465882
optimal_eva_cond,0.1368692849200202
optimal_eva_ihx,0.150509675758888
optimal_pump_eva,0.152839115155966
optimal_pump_unavoid,0.1206717225287478
optimal_eva,0.1538343399714375
optimal_eva_exp,0.1399588968015643
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_exp_unavoid,0.1263729379131118
optimal_cond_unavoid,0.1294821978924017
optimal_ihx_cond,0.2121113715022999
optimal_pump_cond,0.2111609333609695
optimal_cond,0.2123477870284965
optimal_exp_cond,0.196221149570256
optimal_ihx_exp,0.2190710528886106
optimal_ihx,0.2368020851667171
optimal_pump_ihx,0.2355971901101248
optimal_pump_exp,0.2176620778345639
optimal_all_ideal,0.2365930179852935
optimal_pump,0.2354086901943753
optimal_all_real,0.1199525608465882
optimal_eva_ihx,0.150509675758888
optimal_eva_cond,0.1368692849252595
optimal_pump_eva,0.152839115155966
optimal_eva,0.1538343399714375
optimal_eva_exp,0.1399588968015643
optimal_pump_unavoid,0.1206717225287478
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_exp_unavoid,0.1263729379131118
optimal_cond_unavoid,0.1294821978924017
optimal_ihx_cond,0.2121113715022999
optimal_cond,0.2123477870632269
optimal_exp_cond,0.1962211495298335
optimal_pump_cond,0.2111609333666926
optimal_ihx_exp,0.2190710528886106
optimal_ihx,0.2368020851667171
optimal_pump_ihx,0.2355971901101248
optimal_exp,0.2188539391139358
optimal_pump_exp,0.2176620778345639
optimal_all_ideal,0.2365930179852935
optimal_all_real,0.1199525608465882
optimal_eva_ihx,0.150509675758888
optimal_eva_cond,0.1368692849252595
optimal_eva_exp,0.1399588968015643
optimal_eva,0.1538343399714375
optimal_pump_eva,0.152839115155966
optimal_pump_unavoid,0.1206717225287478
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_exp_unavoid,0.1263729379131118
optimal_cond_unavoid,0.1294821978924017
optimal_ihx_cond,0.2121113715022999
optimal_cond,0.2123477870632269
optimal_exp_cond,0.1962211495298335
optimal_pump_cond,0.2111609333666926
optimal_ihx_exp,0.2190710528886106
optimal_ihx,0.2368020851667171
optimal_pump_ihx,0.2355971901101248
optimal_all_ideal,0.2365930179852935
optimal_pump_exp,0.2176620778345639
optimal_pump,0.2354086901943753
optimal_exp,0.2188539391139358
optimal_all_real,0.1199525608465882
optimal_eva_ihx,0.150509675758888
optimal_eva_cond,0.1368692849252595
optimal_pump_unavoid,0.1206717225287478
optimal_eva,0.1538343399714375
optimal_eva_exp,0.1399588968015643
optimal_eva_unavoid,0.1269868169058052
optimal_ihx_unavoid,0.1215784183120875
optimal_exp_unavoid,0.1263729379131118
optimal_cond_unavoid,0.1294821978924017
optimal_ihx_cond,0.2121113715022999
optimal_cond,0.2123477870632269
optimal_pump_cond,0.2111609333666926
optimal_exp_cond,0.1962211495298335
optimal_ihx_exp,0.2190710528886106
optimal_ihx,0.2368020851667171
optimal_pump_ihx,0.2355971901101248
optimal_exp,0.2188539391139358
optimal_pump,0.2354086901943753
optimal_pump_exp,0.2176620778345639
optimal_all_ideal,0.2365930179852935
